id;fr_fr
145688;Spallières du gladiateur féroce en peau de dragon
145692;Garde-poignets du gladiateur féroce en peau de dragon
145693;Garde-poignets du gladiateur féroce en peau de dragon
145696;Bottines du gladiateur féroce en anneaux
145697;Bottines du gladiateur féroce en anneaux
145708;Bracière du gladiateur féroce en anneaux
145715;Capuche du gladiateur féroce en soie
145718;Robe du gladiateur féroce en soie
145700;Casque du gladiateur féroce en anneaux
145710;Bottines du gladiateur féroce en soie
145716;Chausses du gladiateur féroce en soie
145717;Chausses du gladiateur féroce en soie
145702;Jambières du gladiateur féroce en anneaux
145711;Bottines du gladiateur féroce en soie
145730;Casque du gladiateur féroce en peau-de-fer
145733;Garde-jambes du gladiateur féroce en peau-de-fer
145705;Spallières du gladiateur féroce en anneaux
145713;Garde-mains du gladiateur féroce en soie
145739;Ceinture du gladiateur féroce en peau-de-fer
145773;Robe du gladiateur féroce en satin
145714;Capuche du gladiateur féroce en soie
145750;Solerets du gladiateur féroce en écailles
145769;Chaperon du gladiateur féroce en satin
146546;Ensemble : armure du gladiateur fatal en écailles
145719;Robe du gladiateur féroce en soie
145720;Amict du gladiateur féroce en soie
145722;Corde du gladiateur féroce en soie
145725;Brassards du gladiateur féroce en soie
145721;Amict du gladiateur féroce en soie
145723;Corde du gladiateur féroce en soie
145724;Brassards du gladiateur féroce en soie
145726;Mules du gladiateur féroce en peau-de-fer
145727;Mules du gladiateur féroce en peau-de-fer
145729;Gants du gladiateur féroce en peau-de-fer
145731;Casque du gladiateur féroce en peau-de-fer
145732;Garde-jambes du gladiateur féroce en peau-de-fer
145728;Gants du gladiateur féroce en peau-de-fer
145736;Tunique du gladiateur féroce en peau-de-fer
145752;Gantelets du gladiateur féroce en écailles
145754;Heaume du gladiateur féroce en écailles
145734;Spallières du gladiateur féroce en peau-de-fer
145738;Ceinture du gladiateur féroce en peau-de-fer
145741;Garde-poignets du gladiateur féroce en peau-de-fer
145743;Collier du gladiateur féroce
145735;Spallières du gladiateur féroce en peau-de-fer
145737;Tunique du gladiateur féroce en peau-de-fer
145740;Garde-poignets du gladiateur féroce en peau-de-fer
145745;Pendentif du gladiateur féroce
145744;Pendentif du gladiateur féroce
145746;Sautoir du gladiateur féroce
145749;Cuirasse du gladiateur féroce en écailles
145772;Robe du gladiateur féroce en satin
145747;Sautoir du gladiateur féroce
145748;Cuirasse du gladiateur féroce en écailles
145751;Solerets du gladiateur féroce en écailles
145762;Plates de poignets du gladiateur féroce en écailles
145742;Collier du gladiateur féroce
145753;Gantelets du gladiateur féroce en écailles
145755;Heaume du gladiateur féroce en écailles
145756;Garde-jambes du gladiateur féroce en écailles
145757;Garde-jambes du gladiateur féroce en écailles
145761;Ceinturon du gladiateur féroce en écailles
145763;Plates de poignets du gladiateur féroce en écailles
145765;Bottines du gladiateur féroce en satin
145758;Epaulières du gladiateur féroce en écailles
145759;Epaulières du gladiateur féroce en écailles
145760;Ceinturon du gladiateur féroce en écailles
145771;Jambières du gladiateur féroce en satin
145764;Bottines du gladiateur féroce en satin
145767;Gants du gladiateur féroce en satin
145770;Jambières du gladiateur féroce en satin
146880;Robe de prêtrise divisée
145766;Gants du gladiateur féroce en satin
145768;Chaperon du gladiateur féroce en satin
145786;Tunique du gladiateur féroce en cuir
145789;Mules du gladiateur féroce en cuir
145774;Mantelet du gladiateur féroce en satin
146884;Châle de pillard langue-de-wyrm
147888;Portail : quartier général avancé
147904;Clé de cage
145775;Mantelet du gladiateur féroce en satin
146542;Ensemble : armure du gladiateur fatal en cuir
146548;Ensemble : cotte d'anneaux du gladiateur furieux
146562;Ensemble : armure du gladiateur haineux en cuir
145776;Corde du gladiateur féroce en satin
146541;Ensemble : armure du gladiateur fatal en tisse-gangrène
146552;Ensemble : armure du gladiateur furieux en cuir
146555;Ensemble : armure du gladiateur furieux en satin
145778;Brassards du gladiateur féroce en satin
146883;Crispins de prêtrise divisée
147897;Hormone de croissance de navrecorne
149799;Bottes du combattant autoritaire en gangrepeau
145782;Bague du gladiateur féroce
146603;Ensemble : armure de plaques du gladiateur brutal
146779;Gants ered'ruin
146782;Garde-jambes ered'ruin
145790;Gants du gladiateur féroce en cuir
145792;Casque du gladiateur féroce en cuir
145793;Casque du gladiateur féroce en cuir
145807;Gantelets du gladiateur féroce en mailles annelées
145791;Gants du gladiateur féroce en cuir
145794;Garde-jambes du gladiateur féroce en cuir
145796;Spallières du gladiateur féroce en cuir
145798;Ceinture du gladiateur féroce en cuir
145797;Spallières du gladiateur féroce en cuir
145801;Garde-poignets du gladiateur féroce en cuir
145805;Bottes du gladiateur féroce en mailles annelées
145838;Garde-mains du gladiateur féroce en tisse-gangrène
145799;Ceinture du gladiateur féroce en cuir
145800;Garde-poignets du gladiateur féroce en cuir
145802;Armure du gladiateur féroce en mailles annelées
145803;Armure du gladiateur féroce en mailles annelées
145804;Bottes du gladiateur féroce en mailles annelées
145809;Casque du gladiateur féroce en mailles annelées
145811;Kilt du gladiateur féroce en mailles annelées
145810;Kilt du gladiateur féroce en mailles annelées
145806;Gantelets du gladiateur féroce en mailles annelées
145821;Décoration de conquête du gladiateur féroce
145837;Bottines du gladiateur féroce en tisse-gangrène
145839;Garde-mains du gladiateur féroce en tisse-gangrène
145808;Casque du gladiateur féroce en mailles annelées
145822;Insigne de conquête du gladiateur féroce
145824;Ecusson de domination du gladiateur féroce
145828;Insigne de domination du gladiateur féroce
145812;Spallières du gladiateur féroce en mailles annelées
145817;Bracière du gladiateur féroce en mailles annelées
145818;Ecusson de conquête du gladiateur féroce
145820;Décoration de conquête du gladiateur féroce
145813;Spallières du gladiateur féroce en mailles annelées
145814;Fermoir du gladiateur féroce en mailles annelées
145815;Fermoir du gladiateur féroce en mailles annelées
145816;Bracière du gladiateur féroce en mailles annelées
145819;Ecusson de conquête du gladiateur féroce
145823;Insigne de conquête du gladiateur féroce
145826;Décoration de domination du gladiateur féroce
145827;Décoration de domination du gladiateur féroce
145825;Ecusson de domination du gladiateur féroce
145836;Bottines du gladiateur féroce en tisse-gangrène
145840;Capuche du gladiateur féroce en tisse-gangrène
145868;Cape d'effroi du combattant féroce
145829;Insigne de domination du gladiateur féroce
145831;Ecusson de victoire du gladiateur féroce
145832;Décoration de victoire du gladiateur féroce
145834;Insigne de victoire du gladiateur féroce
145830;Ecusson de victoire du gladiateur féroce
145833;Décoration de victoire du gladiateur féroce
145835;Insigne de victoire du gladiateur féroce
145914;Casque du combattant féroce en gangrepeau
145841;Capuche du gladiateur féroce en tisse-gangrène
145844;Grande tenue du gladiateur féroce en tisse-gangrène
145845;Grande tenue du gladiateur féroce en tisse-gangrène
145849;Corde du gladiateur féroce en tisse-gangrène
145842;Chausses du gladiateur féroce en tisse-gangrène
145843;Chausses du gladiateur féroce en tisse-gangrène
145846;Amict du gladiateur féroce en tisse-gangrène
145847;Amict du gladiateur féroce en tisse-gangrène
145848;Corde du gladiateur féroce en tisse-gangrène
145851;Brassards du gladiateur féroce en tisse-gangrène
145852;Plastron du gladiateur féroce en plaques
145853;Plastron du gladiateur féroce en plaques
145850;Brassards du gladiateur féroce en tisse-gangrène
145857;Gantelets du gladiateur féroce en plaques
145859;Heaume du gladiateur féroce en plaques
145861;Garde-jambes du gladiateur féroce en plaques
145854;Bottes de guerre du gladiateur féroce en plaques
145855;Bottes de guerre du gladiateur féroce en plaques
145856;Gantelets du gladiateur féroce en plaques
145858;Heaume du gladiateur féroce en plaques
145860;Garde-jambes du gladiateur féroce en plaques
145862;Epaulières du gladiateur féroce en plaques
145863;Epaulières du gladiateur féroce en plaques
145865;Ceinturon du gladiateur féroce en plaques
145864;Ceinturon du gladiateur féroce en plaques
145867;Plates de poignets du gladiateur féroce en plaques
145871;Pelisse du combattant féroce en fil démoniaque
145873;Pelisse du combattant féroce en peau de dragon
145866;Plates de poignets du gladiateur féroce en plaques
145870;Pelisse du combattant féroce en fil démoniaque
145876;Châle du combattant féroce en soie
145879;Cape du combattant féroce en peau-de-fer
145872;Pelisse du combattant féroce en peau de dragon
145875;Drapé de pistage du combattant féroce
145877;Châle du combattant féroce en soie
145878;Cape du combattant féroce en peau-de-fer
145893;Plastron du combattant féroce en plaques d'effroi
145874;Drapé de pistage du combattant féroce
145884;Houppelombre du combattant féroce
145911;Bottes du combattant féroce en gangrepeau
145951;Spallières du combattant féroce en anneaux
146006;Ceinturon du combattant féroce en écailles
145880;Grande cape de foi du combattant féroce
145881;Grande cape de foi du combattant féroce
145882;Drapé de piété du combattant féroce
145885;Houppelombre du combattant féroce
145901;Garde-jambes du combattant féroce en plaques d'effroi
145883;Drapé de piété du combattant féroce
145887;Cape totémique du combattant féroce
145888;Pelisse du combattant féroce en tisse-gangrène
145890;Pelisse de bataille du combattant féroce
145892;Plastron du combattant féroce en plaques d'effroi
145886;Cape totémique du combattant féroce
145889;Pelisse du combattant féroce en tisse-gangrène
145891;Pelisse de bataille du combattant féroce
145894;Solerets du combattant féroce en plaques d'effroi
145900;Garde-jambes du combattant féroce en plaques d'effroi
145895;Solerets du combattant féroce en plaques d'effroi
145896;Gantelets du combattant féroce en plaques d'effroi
145897;Gantelets du combattant féroce en plaques d'effroi
145898;Heaume du combattant féroce en plaques d'effroi
145899;Heaume du combattant féroce en plaques d'effroi
145902;Epaulières du combattant féroce en plaques d'effroi
145904;Ceinturon du combattant féroce en plaques d'effroi
145906;Plates de poignets du combattant féroce en plaques d'effroi
145907;Plates de poignets du combattant féroce en plaques d'effroi
145909;Tunique du combattant féroce en gangrepeau
145903;Epaulières du combattant féroce en plaques d'effroi
145905;Ceinturon du combattant féroce en plaques d'effroi
145908;Tunique du combattant féroce en gangrepeau
145913;Gants du combattant féroce en gangrepeau
145926;Mocassins du combattant féroce en peau de dragon
145910;Bottes du combattant féroce en gangrepeau
145912;Gants du combattant féroce en gangrepeau
145915;Casque du combattant féroce en gangrepeau
145916;Garde-jambes du combattant féroce en gangrepeau
145917;Garde-jambes du combattant féroce en gangrepeau
145919;Spallières du combattant féroce en gangrepeau
145925;Tunique du combattant féroce en peau de dragon
145929;Gants du combattant féroce en peau de dragon
145931;Casque du combattant féroce en peau de dragon
145933;Garde-jambes du combattant féroce en peau de dragon
145918;Spallières du combattant féroce en gangrepeau
145920;Ceinture du combattant féroce en gangrepeau
145921;Ceinture du combattant féroce en gangrepeau
145922;Garde-poignets du combattant féroce en gangrepeau
145923;Garde-poignets du combattant féroce en gangrepeau
145927;Mocassins du combattant féroce en peau de dragon
145928;Gants du combattant féroce en peau de dragon
145930;Casque du combattant féroce en peau de dragon
145935;Spallières du combattant féroce en peau de dragon
145936;Ceinture du combattant féroce en peau de dragon
145934;Spallières du combattant féroce en peau de dragon
145937;Ceinture du combattant féroce en peau de dragon
145940;Cotte d'anneaux du combattant féroce
145942;Bottines du combattant féroce en anneaux
145944;Gantelets du combattant féroce en anneaux
145938;Garde-poignets du combattant féroce en peau de dragon
145941;Cotte d'anneaux du combattant féroce
145943;Bottines du combattant féroce en anneaux
145945;Gantelets du combattant féroce en anneaux
145947;Casque du combattant féroce en anneaux
145939;Garde-poignets du combattant féroce en peau de dragon
145948;Jambières du combattant féroce en anneaux
145954;Bracière du combattant féroce en anneaux
145956;Bottines du combattant féroce en soie
145957;Bottines du combattant féroce en soie
145946;Casque du combattant féroce en anneaux
145950;Spallières du combattant féroce en anneaux
145953;Fermoir du combattant féroce en anneaux
145955;Bracière du combattant féroce en anneaux
145969;Corde du combattant féroce en soie
145949;Jambières du combattant féroce en anneaux
145952;Fermoir du combattant féroce en anneaux
145958;Garde-mains du combattant féroce en soie
145962;Chausses du combattant féroce en soie
145972;Mules du combattant féroce en peau-de-fer
145959;Garde-mains du combattant féroce en soie
145963;Chausses du combattant féroce en soie
145965;Robe du combattant féroce en soie
145967;Amict du combattant féroce en soie
145968;Corde du combattant féroce en soie
145960;Capuche du combattant féroce en soie
145961;Capuche du combattant féroce en soie
145964;Robe du combattant féroce en soie
145966;Amict du combattant féroce en soie
145970;Brassards du combattant féroce en soie
145971;Brassards du combattant féroce en soie
145975;Gants du combattant féroce en peau-de-fer
145977;Casque du combattant féroce en peau-de-fer
145990;Pendentif du combattant féroce
145995;Plastron du combattant féroce en écailles
145973;Mules du combattant féroce en peau-de-fer
145979;Garde-jambes du combattant féroce en peau-de-fer
145982;Tunique du combattant féroce en peau-de-fer
145984;Ceinture du combattant féroce en peau-de-fer
145987;Garde-poignets du combattant féroce en peau-de-fer
145974;Gants du combattant féroce en peau-de-fer
145980;Spallières du combattant féroce en peau-de-fer
145989;Collier du combattant féroce
146003;Garde-jambes du combattant féroce en écailles
146005;Epaulières du combattant féroce en écailles
145976;Casque du combattant féroce en peau-de-fer
145978;Garde-jambes du combattant féroce en peau-de-fer
145983;Tunique du combattant féroce en peau-de-fer
145986;Garde-poignets du combattant féroce en peau-de-fer
146004;Epaulières du combattant féroce en écailles
145981;Spallières du combattant féroce en peau-de-fer
145985;Ceinture du combattant féroce en peau-de-fer
145988;Collier du combattant féroce
145991;Pendentif du combattant féroce
145994;Plastron du combattant féroce en écailles
145992;Sautoir du combattant féroce
145996;Solerets du combattant féroce en écailles
146000;Heaume du combattant féroce en écailles
146042;Spallières du combattant féroce en cuir
145993;Sautoir du combattant féroce
146001;Heaume du combattant féroce en écailles
146068;Insigne de conquête du combattant féroce
146070;Ecusson de domination du combattant féroce
145997;Solerets du combattant féroce en écailles
145999;Gantelets du combattant féroce en écailles
145998;Gantelets du combattant féroce en écailles
146002;Garde-jambes du combattant féroce en écailles
146018;Robe du combattant féroce en satin
146007;Ceinturon du combattant féroce en écailles
146009;Plates de poignets du combattant féroce en écailles
146010;Bottines du combattant féroce en satin
146011;Bottines du combattant féroce en satin
146012;Gants du combattant féroce en satin
146008;Plates de poignets du combattant féroce en écailles
146015;Chaperon du combattant féroce en satin
146016;Jambières du combattant féroce en satin
146020;Mantelet du combattant féroce en satin
146029;Bague du combattant féroce
146013;Gants du combattant féroce en satin
146014;Chaperon du combattant féroce en satin
146017;Jambières du combattant féroce en satin
146040;Garde-jambes du combattant féroce en cuir
146046;Garde-poignets du combattant féroce en cuir
146019;Robe du combattant féroce en satin
146022;Corde du combattant féroce en satin
146027;Anneau du combattant féroce
146028;Bague du combattant féroce
146030;Chevalière du combattant féroce
146021;Mantelet du combattant féroce en satin
146023;Corde du combattant féroce en satin
146024;Brassards du combattant féroce en satin
146025;Brassards du combattant féroce en satin
146026;Anneau du combattant féroce
146031;Chevalière du combattant féroce
146032;Tunique du combattant féroce en cuir
146034;Mules du combattant féroce en cuir
146039;Casque du combattant féroce en cuir
146043;Spallières du combattant féroce en cuir
146033;Tunique du combattant féroce en cuir
146035;Mules du combattant féroce en cuir
146036;Gants du combattant féroce en cuir
146037;Gants du combattant féroce en cuir
146038;Casque du combattant féroce en cuir
146041;Garde-jambes du combattant féroce en cuir
146045;Ceinture du combattant féroce en cuir
146049;Armure du combattant féroce en mailles annelées
146051;Bottes du combattant féroce en mailles annelées
146054;Casque du combattant féroce en mailles annelées
146044;Ceinture du combattant féroce en cuir
146047;Garde-poignets du combattant féroce en cuir
146048;Armure du combattant féroce en mailles annelées
146050;Bottes du combattant féroce en mailles annelées
146052;Gantelets du combattant féroce en mailles annelées
146053;Gantelets du combattant féroce en mailles annelées
146067;Décoration de conquête du combattant féroce
146078;Décoration de victoire du combattant féroce
146103;Gantelets du combattant féroce en plaques
146111;Ceinturon du combattant féroce en plaques
146055;Casque du combattant féroce en mailles annelées
146057;Jambières du combattant féroce en mailles annelées
146061;Fermoir du combattant féroce en mailles annelées
146064;Ecusson de conquête du combattant féroce
146087;Capuche du combattant féroce en tisse-gangrène
146056;Kilt du combattant féroce en mailles annelées
146058;Spallières du combattant féroce en mailles annelées
146060;Fermoir du combattant féroce en mailles annelées
146059;Spallières du combattant féroce en mailles annelées
146089;Chausses du combattant féroce en tisse-gangrène
146062;Bracière du combattant féroce en mailles annelées
146063;Bracière du combattant féroce en mailles annelées
146066;Décoration de conquête du combattant féroce
146148;Ensemble : armure du gladiateur vindicatif en satin
146065;Ecusson de conquête du combattant féroce
146069;Insigne de conquête du combattant féroce
146071;Ecusson de domination du combattant féroce
146072;Décoration de domination du combattant féroce
146074;Insigne de domination du combattant féroce
146073;Décoration de domination du combattant féroce
146076;Ecusson de victoire du combattant féroce
146075;Insigne de domination du combattant féroce
146077;Ecusson de victoire du combattant féroce
146082;Bottines du combattant féroce en tisse-gangrène
146083;Bottines du combattant féroce en tisse-gangrène
146084;Garde-mains du combattant féroce en tisse-gangrène
146088;Chausses du combattant féroce en tisse-gangrène
146079;Décoration de victoire du combattant féroce
146098;Plastron du combattant féroce en plaques
146100;Bottes de guerre du combattant féroce en plaques
146099;Plastron du combattant féroce en plaques
146104;Heaume du combattant féroce en plaques
146080;Insigne de victoire du combattant féroce
146081;Insigne de victoire du combattant féroce
146085;Garde-mains du combattant féroce en tisse-gangrène
146086;Capuche du combattant féroce en tisse-gangrène
146090;Grande tenue du combattant féroce en tisse-gangrène
146091;Grande tenue du combattant féroce en tisse-gangrène
146094;Corde du combattant féroce en tisse-gangrène
146095;Corde du combattant féroce en tisse-gangrène
145932;Garde-jambes du combattant féroce en peau de dragon
146092;Amict du combattant féroce en tisse-gangrène
146093;Amict du combattant féroce en tisse-gangrène
146096;Brassards du combattant féroce en tisse-gangrène
146101;Bottes de guerre du combattant féroce en plaques
146097;Brassards du combattant féroce en tisse-gangrène
146102;Gantelets du combattant féroce en plaques
146128;Jarre trophée néfaste
146147;Ensemble : armure du gladiateur vindicatif en soie
146105;Heaume du combattant féroce en plaques
146107;Garde-jambes du combattant féroce en plaques
146110;Ceinturon du combattant féroce en plaques
146112;Plates de poignets du combattant féroce en plaques
146667;Courage perpétuel de Rethu
146106;Garde-jambes du combattant féroce en plaques
146108;Epaulières du combattant féroce en plaques
146109;Epaulières du combattant féroce en plaques
146127;Fragment d'un monde mort
146113;Plates de poignets du combattant féroce en plaques
146122;Lanterne de Gardienne
146124;Clé de portail épuisée
146126;Chroniques d'Argus « révisées »
146123;Clé de cellule enchantée du caveau
146125;Marque de commandement de la Légion
146129;Pierre à aiguiser démoniaque
146131;Ensemble : armure de plaques du gladiateur vindicatif
146130;Ensemble : armure de plaques du gladiateur vindicatif
146134;Ensemble : armure du gladiateur vindicatif en écailles
146135;Ensemble : armure du gladiateur vindicatif en écailles
146136;Ensemble : armure du gladiateur vindicatif en mailles annelées
146132;Ensemble : armure du gladiateur vindicatif en plaques d'effroi
146133;Ensemble : armure du gladiateur vindicatif en plaques d'effroi
146137;Ensemble : armure du gladiateur vindicatif en mailles annelées
146140;Ensemble : armure du gladiateur vindicatif en peau de dragon
146138;Ensemble : cotte d'anneaux du gladiateur vindicatif
146139;Ensemble : cotte d'anneaux du gladiateur vindicatif
146141;Ensemble : armure du gladiateur vindicatif en peau de dragon
146143;Ensemble : armure du gladiateur vindicatif en peau-de-fer
146144;Ensemble : armure du gladiateur vindicatif en cuir
146142;Ensemble : armure du gladiateur vindicatif en peau-de-fer
146360;Technique de rune de Vantus : Retour à Karazhan (bas)
146377;Technique de rune de Vantus : salles des Valeureux
146145;Ensemble : armure du gladiateur vindicatif en cuir
146149;Ensemble : armure du gladiateur vindicatif en satin
146152;Ensemble : armure du combattant vindicatif en mailles annelées
146156;Ensemble : armure du combattant vindicatif en soie
146146;Ensemble : armure du gladiateur vindicatif en soie
146154;Ensemble : cotte d'anneaux du combattant vindicatif
146165;Ensemble : armure du combattant vindicatif en plaques d'effroi
146167;Ensemble : armure du combattant vindicatif en écailles
146150;Ensemble : armure du gladiateur vindicatif en tisse-gangrène
146151;Ensemble : armure du gladiateur vindicatif en tisse-gangrène
146155;Ensemble : cotte d'anneaux du combattant vindicatif
146157;Ensemble : armure du combattant vindicatif en soie
146153;Ensemble : armure du combattant vindicatif en mailles annelées
146233;Ensemble : armure du gladiateur vindicatif d'élite en cuir
146234;Ensemble : armure du gladiateur vindicatif d'élite en soie
146237;Ensemble : armure du gladiateur vindicatif d'élite en satin
146158;Ensemble : armure du combattant vindicatif en satin
146159;Ensemble : armure du combattant vindicatif en satin
146160;Ensemble : armure du combattant vindicatif en tisse-gangrène
146162;Ensemble : armure de plaques du combattant vindicatif
146161;Ensemble : armure du combattant vindicatif en tisse-gangrène
146163;Ensemble : armure de plaques du combattant vindicatif
146168;Ensemble : armure du combattant vindicatif en peau de dragon
146169;Ensemble : armure du combattant vindicatif en peau de dragon
146164;Ensemble : armure du combattant vindicatif en plaques d'effroi
146166;Ensemble : armure du combattant vindicatif en écailles
146170;Ensemble : armure du combattant vindicatif en peau-de-fer
146172;Ensemble : armure du combattant vindicatif en cuir
146171;Ensemble : armure du combattant vindicatif en peau-de-fer
146220;Ensemble : armure du gladiateur vindicatif d'élite en plaques d'effroi
146226;Ensemble : cotte d'anneaux du gladiateur vindicatif d'élite
146231;Ensemble : armure du gladiateur vindicatif d'élite en peau-de-fer
146173;Ensemble : armure du combattant vindicatif en cuir
146218;Ensemble : armure de plaques du gladiateur vindicatif d'élite
146221;Ensemble : armure du gladiateur vindicatif d'élite en plaques d'effroi
146222;Ensemble : armure du gladiateur vindicatif d'élite en écailles
146219;Ensemble : armure de plaques du gladiateur vindicatif d'élite
146225;Ensemble : armure du gladiateur vindicatif d'élite en mailles annelées
146228;Ensemble : armure du gladiateur vindicatif d'élite en peau de dragon
146229;Ensemble : armure du gladiateur vindicatif d'élite en peau de dragon
146223;Ensemble : armure du gladiateur vindicatif d'élite en écailles
146224;Ensemble : armure du gladiateur vindicatif d'élite en mailles annelées
146227;Ensemble : cotte d'anneaux du gladiateur vindicatif d'élite
146230;Ensemble : armure du gladiateur vindicatif d'élite en peau-de-fer
146232;Ensemble : armure du gladiateur vindicatif d'élite en cuir
146263;Ensemble : armure du gladiateur vindicatif en gangrepeau
146280;Rune de Vantus : avatar déchu
146283;Rune de Vantus : Titan gangrené
146235;Ensemble : armure du gladiateur vindicatif d'élite en soie
146236;Ensemble : armure du gladiateur vindicatif d'élite en satin
146238;Ensemble : armure du gladiateur vindicatif d'élite en tisse-gangrène
146262;Ensemble : armure du gladiateur vindicatif en gangrepeau
146239;Ensemble : armure du gladiateur vindicatif d'élite en tisse-gangrène
146271;Ensemble : armure du gladiateur vindicatif d'élite en gangrepeau
146281;Rune de Vantus : Goroth
146296;Rune de Vantus : salles des Valeureux
146264;Ensemble : armure du combattant vindicatif en gangrepeau
146265;Ensemble : armure du combattant vindicatif en gangrepeau
146270;Ensemble : armure du gladiateur vindicatif d'élite en gangrepeau
146282;Rune de Vantus : sœurs de la Lune
146284;Rune de Vantus : Harjatan
146285;Rune de Vantus : Kil'jaeden
146286;Rune de Vantus : maîtresse Sassz'ine
146287;Rune de Vantus : Hôte désolé
146288;Rune de Vantus : inquisition démoniaque
146292;Rune de Vantus : bastion du Freux
146294;Rune de Vantus : fourré Sombrecœur
146298;Rune de Vantus : repaire de Neltharion
146293;Rune de Vantus : cour des Étoiles
146295;Rune de Vantus : l'Œil d'Azshara
146358;Technique de rune de Vantus : Gueule des âmes
146401;Breuvage curatif
146297;Rune de Vantus : Gueule des âmes
146299;Rune de Vantus : Retour à Karazhan (bas)
146300;Rune de Vantus : Arcavia
146302;Rune de Vantus : fort Pourpre
146301;Rune de Vantus : caveau des Gardiennes
146303;Rune de Vantus : cathédrale de la Nuit éternelle
146304;Marteau de Titan gangrené
146305;Chapeau d'hiver vert
146308;Tonneau de breuvage des tempêtes
146309;Composants de sort utilisés
146312;Cendres démoniaques
146316;Argent de Suramar ancien
146310;Fiole de gangreflamme liquide
146311;Flacon de gangresang
146313;Fragments de poterie bien-née
146318;Fémur de diablotin
146314;Pointe de flèche en marbre
146320;Gemme verte décolorée
146321;Corne de succube fossilisée
146325;Petit sac de céréales mangé par les vers
146315;Rune-lune d'Elune
146317;Fournitures de M. Châtiment
146322;Pain grillé gangrené
146338;Technique de rune de Vantus : Gueule des âmes
146319;Poussière funeste
146323;Crâne de Kobold fêlé
146324;Plume de roc ossifiée
146328;Langue-de-wyrm pétrifié
146326;Pyrolithe brûlée
146327;Totem d'air pétrifié
146329;Urne de cendres
146335;Technique de rune de Vantus : bastion du Freux
146330;
146334;Rune de Vantus : Retour à Karazhan (sommet)
146336;Technique de rune de Vantus : fourré Sombrecœur
146337;Technique de rune de Vantus : salles des Valeureux
146339;Technique de rune de Vantus : repaire de Neltharion
146341;Technique de rune de Vantus : Arcavia
146355;Technique de rune de Vantus : bastion du Freux
146361;Technique de rune de Vantus : Arcavia
146340;Technique de rune de Vantus : Retour à Karazhan (bas)
146342;Technique de rune de Vantus : caveau des Gardiennes
146343;Technique de rune de Vantus : fort Pourpre
146344;Technique de rune de Vantus : cathédrale de la Nuit éternelle
146345;Technique de rune de Vantus : Retour à Karazhan (sommet)
146356;Technique de rune de Vantus : fourré Sombrecœur
146359;Technique de rune de Vantus : repaire de Neltharion
146376;Technique de rune de Vantus : fourré Sombrecœur
146357;Technique de rune de Vantus : salles des Valeureux
146399;Technique de rune de Vantus : cour des Étoiles
146409;Pierre d'âme sacrenuit
146411;Technique de rune de Vantus : tombe de Sargeras
146362;Technique de rune de Vantus : caveau des Gardiennes
146363;Technique de rune de Vantus : fort Pourpre
146364;Technique de rune de Vantus : cathédrale de la Nuit éternelle
146375;Technique de rune de Vantus : bastion du Freux
146378;Technique de rune de Vantus : Gueule des âmes
146380;Technique de rune de Vantus : Retour à Karazhan (bas)
146381;Technique de rune de Vantus : Arcavia
146396;Technique de rune de Vantus : Oeil d'Azshara
146379;Technique de rune de Vantus : repaire de Neltharion
146383;Technique de rune de Vantus : fort Pourpre
146395;Technique de rune de Vantus : cour des Étoiles
146402;Enigme d'Erno
146382;Technique de rune de Vantus : caveau des Gardiennes
146384;Technique de rune de Vantus : cathédrale de la Nuit éternelle
146365;Technique de rune de Vantus : Retour à Karazhan (sommet)
146385;Technique de rune de Vantus : Retour à Karazhan (sommet)
146397;Technique de rune de Vantus : cour des Étoiles
146398;Technique de rune de Vantus : Oeil d'Azshara
146407;Bijou endommagé
146412;Technique de rune de Vantus : tombe de Sargeras
146400;Technique de rune de Vantus : Oeil d'Azshara
146403;Appareil du Crépuscule
146406;Rune de Vantus : tombe de Sargeras
146539;Ensemble : armure du gladiateur fatal en peau de dragon
146404;Cerclet des Lu'minellia
146408;Bijou endommagé
146431;Ensemble : armure du gladiateur assoiffé de sang en mailles annelées
146437;Ensemble : armure du gladiateur assoiffé de sang en soie
146405;Essence de silithide cristallisée
146435;Ensemble : armure du gladiateur assoiffé de sang en écailles
146455;Ensemble : armure du gladiateur cataclysmique en écailles
146515;Ensemble : armure du gladiateur sans pitié en écailles
146413;Technique de rune de Vantus : tombe de Sargeras
146423;Ensemble : armure du gladiateur assoiffé de sang en plaques d'effroi
146425;Ensemble : armure du gladiateur assoiffé de sang en tisse-gangrène
146429;Ensemble : armure de plaques du gladiateur assoiffé de sang
146417;
146419;Ensemble : cotte d'anneaux du gladiateur assoiffé de sang
146421;Ensemble : armure du gladiateur assoiffé de sang en peau de dragon
146427;Ensemble : armure du gladiateur assoiffé de sang en cuir
146433;Ensemble : armure du gladiateur assoiffé de sang en satin
146439;Ensemble : Cotte d'anneaux du gladiateur cataclysmique
146441;Ensemble : armure du gladiateur cataclysmique en peau de dragon
146445;Ensemble : armure du gladiateur cataclysmique en tisse-gangrène
146443;Ensemble : armure du gladiateur cataclysmique en plaques d'effroi
146449;Ensemble : armure de plaques du gladiateur cataclysmique
146535;Ensemble : armure du gladiateur vicieux en écailles
146602;Ensemble : armure du gladiateur brutal en cuir
146447;Ensemble : armure du gladiateur cataclysmique en cuir
146451;Ensemble : armure du gladiateur cataclysmique en mailles annelées
146453;Ensemble : armure du gladiateur cataclysmique en satin
